[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Tag[ app_begin ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | SQL: SHOW COLUMNS FROM `czxy_privilege` [ RunTime:0.003438s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | SQL: SHOW COLUMNS FROM `czxy_privilege` [ RunTime:0.002118s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | SQL: SELECT * FROM `czxy_privilege`  [ RunTime:0.000407s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Run ParseTemplate Behavior [ RunTime:0.032036s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.032090s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Tag[ view_filter ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Run ContentReplace Behavior [ RunTime:0.000372s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Run TokenBuild Behavior [ RunTime:0.000264s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000111s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000258s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001112s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Tag[ view_end ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000251s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000287s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ route_check ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Run CheckRoute Behavior [ RunTime:0.000565s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ route_check ] --END-- [ RunTime:0.000636s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ app_begin ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000390s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000438s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ view_template ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Run LocationTemplate Behavior [ RunTime:0.000235s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ view_template ] --END-- [ RunTime:0.000305s ]
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | INFO: Tag[ view_parse ] --START--
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-07T20:39:57+08:00 ] /JSJD/admin.php/Index/copy | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
